"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2012年10月22日","21,697.55","21,440.01","21,699.07","21,431.24","1.47B","0.68%"
"2012年10月19日","21,551.76","21,565.75","21,591.62","21,522.91","1.64B","0.15%"
"2012年10月18日","21,518.71","21,490.86","21,606.32","21,476.30","2.15B","0.48%"
"2012年10月17日","21,416.64","21,421.87","21,442.73","21,352.88","1.71B","0.99%"
"2012年10月16日","21,207.07","21,257.09","21,257.09","21,120.17","1.50B","0.28%"
"2012年10月15日","21,148.25","21,137.61","21,184.43","21,076.95","1.35B","0.06%"
"2012年10月12日","21,136.43","21,051.09","21,236.57","21,051.09","2.32B","0.65%"
"2012年10月11日","20,999.05","20,813.05","21,013.45","20,813.05","2.55B","0.38%"
"2012年10月10日","20,919.60","20,785.06","20,941.89","20,767.36","1.24B","-0.08%"
"2012年10月9日","20,937.28","20,926.83","21,093.10","20,926.83","1.54B","0.54%"
"2012年10月8日","20,824.56","20,979.53","20,981.63","20,807.93","1.35B","-0.89%"
"2012年10月5日","21,012.38","21,007.60","21,021.24","20,924.73","1.29B","0.50%"
"2012年10月4日","20,907.95","20,914.32","20,947.30","20,835.06","1.03B","0.09%"
"2012年10月3日","20,888.28","20,951.38","21,005.68","20,799.82","1.38B","0.23%"
"2012年9月28日","20,840.38","20,757.97","20,889.90","20,725.52","1.40B","0.38%"
"2012年9月27日","20,762.29","20,487.36","20,850.49","20,487.36","1.74B","1.14%"
"2012年9月26日","20,527.73","20,485.99","20,576.84","20,485.08","1.11B","-0.83%"
"2012年9月25日","20,698.68","20,694.33","20,758.36","20,648.59","1.07B","0.02%"
"2012年9月24日","20,694.70","20,611.10","20,780.14","20,503.24","977.71M","-0.19%"
"2012年9月21日","20,734.94","20,697.27","20,808.04","20,677.14","1.84B","0.70%"
"2012年9月20日","20,590.92","20,816.77","20,816.77","20,578.56","1.50B","-1.20%"
"2012年9月19日","20,841.91","20,609.52","20,895.61","20,609.52","1.94B","1.16%"
"2012年9月18日","20,601.93","20,622.12","20,712.69","20,568.12","1.45B","-0.27%"
"2012年9月17日","20,658.11","20,758.49","20,758.49","20,591.44","1.55B","0.14%"
"2012年9月14日","20,629.78","20,479.38","20,648.10","20,475.74","2.55B","2.90%"
"2012年9月13日","20,047.63","20,061.97","20,146.77","20,009.50","1.24B","-0.14%"
"2012年9月12日","20,075.39","19,996.14","20,118.19","19,996.14","1.37B","1.10%"
"2012年9月11日","19,857.88","19,757.37","19,907.30","19,658.71","1.62B","0.15%"
"2012年9月10日","19,827.17","19,876.41","19,930.37","19,764.69","3.20B","0.13%"
"2012年9月7日","19,802.16","19,537.93","19,829.02","19,484.24","3.30B","3.09%"
"2012年9月6日","19,209.30","19,101.93","19,216.08","19,076.79","1.36B","0.34%"
"2012年9月5日","19,145.07","19,330.16","19,330.16","19,116.84","1.77B","-1.47%"
"2012年9月4日","19,429.91","19,540.93","19,572.31","19,414.51","1.15B","-0.66%"
"2012年9月3日","19,559.21","19,414.62","19,608.55","19,386.04","1.17B","0.39%"
"2012年8月31日","19,482.57","19,516.95","19,554.26","19,450.77","1.35B","-0.36%"
"2012年8月30日","19,552.91","19,657.20","19,657.20","19,509.31","1.45B","-1.19%"
"2012年8月29日","19,788.51","19,857.61","19,863.47","19,770.54","1.08B","-0.12%"
"2012年8月28日","19,811.80","19,723.30","19,856.32","19,723.30","1.08B","0.07%"
"2012年8月27日","19,798.67","19,939.54","19,939.54","19,769.43","1.21B","-0.41%"
"2012年8月24日","19,880.03","19,930.45","19,930.45","19,840.19","1.12B","-1.25%"
"2012年8月23日","20,132.24","19,935.13","20,133.41","19,935.13","1.23B","1.23%"
"2012年8月22日","19,887.78","19,996.73","19,996.73","19,853.42","1.03B","-1.06%"
"2012年8月21日","20,100.09","20,111.97","20,141.16","19,979.58","1.05B","-0.02%"
"2012年8月20日","20,104.27","20,080.32","20,109.56","19,911.49","1.02B","-0.06%"
"2012年8月17日","20,116.07","20,057.31","20,147.39","20,047.64","1.21B","0.77%"
"2012年8月16日","19,962.95","20,151.69","20,151.69","19,919.56","1.06B","-0.45%"
"2012年8月15日","20,052.29","20,125.29","20,135.00","20,016.03","1.27B","-1.18%"
"2012年8月14日","20,291.68","20,251.42","20,299.72","20,094.02","1.53B","1.05%"
"2012年8月13日","20,081.36","20,188.48","20,188.48","20,037.81","990.60M","-0.27%"
"2012年8月10日","20,136.12","20,204.71","20,222.13","20,045.30","1.44B","-0.66%"
"2012年8月9日","20,269.47","20,149.20","20,300.03","20,149.20","1.30B","1.02%"
"2012年8月8日","20,065.52","20,188.88","20,188.88","19,966.12","1.24B","-0.04%"
"2012年8月7日","20,072.55","20,033.87","20,117.12","19,983.76","1.41B","0.37%"
"2012年8月6日","19,998.72","20,052.50","20,091.30","19,978.65","1.44B","1.69%"
"2012年8月3日","19,666.18","19,553.79","19,673.70","19,454.33","1.15B","-0.12%"
"2012年8月2日","19,690.20","19,784.15","19,786.71","19,651.76","1.23B","-0.66%"
"2012年8月1日","19,820.38","19,646.96","19,898.92","19,646.96","1.80B","0.12%"
"2012年7月31日","19,796.81","19,661.41","19,840.16","19,618.57","1.86B","1.08%"
"2012年7月30日","19,585.40","19,505.03","19,593.62","19,478.70","1.45B","1.61%"
"2012年7月27日","19,274.96","19,165.03","19,330.69","19,162.53","1.57B","2.02%"
"2012年7月26日","18,892.79","18,870.33","18,961.58","18,793.15","1.11B","0.08%"
"2012年7月25日","18,877.33","18,762.20","18,925.66","18,710.59","1.33B","-0.14%"
"2012年7月24日","18,903.20","19,078.14","19,124.96","18,854.32","929.87M","-0.79%"
"2012年7月23日","19,053.47","19,259.36","19,259.36","18,986.20","1.26B","-2.99%"
"2012年7月20日","19,640.80","19,613.78","19,656.11","19,511.90","1.30B","0.42%"
"2012年7月19日","19,559.05","19,393.45","19,600.32","19,393.45","1.69B","1.66%"
"2012年7月18日","19,239.88","19,452.24","19,452.24","19,134.57","1.17B","-1.11%"
"2012年7月17日","19,455.33","19,156.96","19,479.28","19,156.96","1.40B","1.75%"
"2012年7月16日","19,121.34","19,265.34","19,265.34","19,061.67","1.10B","0.15%"
"2012年7月13日","19,092.63","19,069.36","19,160.49","19,032.59","1.27B","0.35%"
"2012年7月12日","19,025.11","19,356.79","19,356.79","18,998.30","2.02B","-2.03%"
"2012年7月11日","19,419.87","19,264.58","19,441.12","19,233.76","1.64B","0.12%"
"2012年7月10日","19,396.36","19,504.42","19,515.89","19,347.23","1.18B","-0.16%"
"2012年7月9日","19,428.09","19,634.84","19,737.92","19,421.75","1.44B","-1.88%"
"2012年7月6日","19,800.64","19,752.83","19,839.12","19,690.64","1.76B","-0.04%"
"2012年7月5日","19,809.13","19,757.42","19,869.11","19,588.63","1.27B","0.50%"
"2012年7月4日","19,709.75","19,833.84","19,835.13","19,677.45","1.40B","-0.13%"
"2012年7月3日","19,735.53","19,765.41","19,765.41","19,622.37","1.53B","1.51%"
"2012年6月29日","19,441.46","18,996.57","19,510.77","18,991.10","2.04B","2.19%"
"2012年6月28日","19,025.27","19,305.74","19,305.74","19,009.26","1.47B","-0.79%"
"2012年6月27日","19,176.95","18,990.17","19,213.92","18,942.00","1.43B","1.03%"
"2012年6月26日","18,981.84","18,850.47","18,998.47","18,850.47","1.32B","0.45%"
"2012年6月25日","18,897.45","19,019.03","19,066.75","18,861.56","1.13B","-0.51%"
"2012年6月22日","18,995.13","18,992.90","19,089.45","18,976.05","1.08B","-1.40%"
"2012年6月21日","19,265.07","19,480.71","19,495.54","19,258.11","1.30B","-1.30%"
"2012年6月20日","19,518.85","19,551.89","19,578.82","19,469.13","1.18B","0.53%"
"2012年6月19日","19,416.67","19,451.20","19,472.05","19,320.18","1.21B","-0.06%"
"2012年6月18日","19,427.81","19,578.13","19,578.13","19,395.93","1.58B","1.01%"
"2012年6月15日","19,233.94","18,924.09","19,254.56","18,919.17","2.72B","2.26%"
"2012年6月14日","18,808.40","18,901.71","18,937.54","18,795.65","1.31B","-1.15%"
"2012年6月13日","19,026.52","18,948.45","19,029.55","18,812.94","1.42B","0.82%"
"2012年6月12日","18,872.56","18,719.89","18,925.79","18,708.26","1.34B","-0.43%"
"2012年6月11日","18,953.63","18,978.88","18,978.88","18,847.67","1.53B","2.44%"
"2012年6月8日","18,502.34","18,797.94","18,797.94","18,461.18","2.55B","-0.94%"
"2012年6月7日","18,678.29","18,825.50","18,845.57","18,624.43","1.55B","0.85%"
"2012年6月6日","18,520.53","18,349.68","18,521.57","18,320.61","1.64B","1.43%"
"2012年6月5日","18,259.03","18,373.22","18,412.02","18,223.13","1.37B","0.40%"
"2012年6月4日","18,185.59","18,249.61","18,249.61","18,056.40","1.61B","-2.01%"
"2012年6月1日","18,558.34","18,498.91","18,726.44","18,487.66","1.86B","-0.38%"
"2012年5月31日","18,629.52","18,470.77","18,657.90","18,378.14","4.20B","-0.32%"
"2012年5月30日","18,690.22","18,897.12","18,897.12","18,604.45","1.93B","-1.92%"
"2012年5月29日","19,055.46","18,735.50","19,058.47","18,735.50","1.51B","1.35%"
"2012年5月28日","18,800.99","18,672.32","18,858.32","18,672.32","1.27B","0.47%"
"2012年5月25日","18,713.41","18,734.38","18,778.44","18,577.09","1.58B","0.25%"
"2012年5月24日","18,666.40","18,755.09","18,835.81","18,654.76","1.40B","-0.64%"
"2012年5月23日","18,786.19","18,842.32","18,845.84","18,661.48","1.48B","-1.33%"
"2012年5月22日","19,039.15","19,061.42","19,182.66","19,002.64","1.47B","0.62%"
"2012年5月21日","18,922.32","18,902.00","18,953.68","18,796.69","1.24B","-0.16%"
"2012年5月18日","18,951.85","18,787.00","18,985.43","18,622.31","2.37B","-1.30%"
"2012年5月17日","19,200.93","19,369.43","19,452.30","19,139.73","1.79B","-0.31%"
"2012年5月16日","19,259.83","19,655.34","19,655.34","19,181.19","2.07B","-3.19%"
"2012年5月15日","19,894.31","19,702.54","19,923.19","19,639.85","1.87B","0.81%"
"2012年5月14日","19,735.04","20,037.52","20,044.69","19,715.51","1.73B","-1.15%"
"2012年5月11日","19,964.63","20,083.27","20,083.27","19,901.41","1.62B","-1.30%"
"2012年5月10日","20,227.28","20,313.97","20,375.04","20,091.68","1.72B","-0.51%"
